First Author,Year,Country,Design,Outcome,Population - Primary,Population - Original,Risk Factor - Category,Risk Factor - Primary,Risk Factor - Secondary,Risk Factor - Original,Comparator,Estimator,Size Effect,Confidence Interval,P Value,Paper Title,Paper DOI,Paper PMID,Paper Web Link
Finkelstein,2015,Canada,Cohort,SC,Individuals with a history of non-fatal suicidal behaviors and NSSI,Adolescents with a self-poisoning episode,Non-fatal suicidal behaviors,Method of SA,Repeat self-poisoning ,Repeat self-poisoning ,,HR,3.49,CI95 [2.37-5.13],,Long-term outcomes following self-poisoning in adolescents: a population-based cohort study, 10.1016/S2215-0366(15)00170-5,26360449,https://pubmed.ncbi.nlm.nih.gov/26360449/
Finkelstein,2015,Canada,Cohort,SC,Individuals with a history of non-fatal suicidal behaviors and NSSI,Individuals who experienced a deliberate self-poisoning episode ,Age,Age: 51-60 years,Age group: 51-60 years,Age group: 51-60 years,20 years or less,HR,4.6,CI95 [3.60-5.88],,Risk of Suicide Following Deliberate Self-poisoning, 10.1001/jamapsychiatry.2014.3193,25830811,https://pubmed.ncbi.nlm.nih.gov/25830811/
Finkelstein,2015,Canada,Cohort,SC,Individuals with a history of non-fatal suicidal behaviors and NSSI,Individuals who experienced a deliberate self-poisoning episode ,Age,Age: 61-70 years,Age: 61-70 years,Age group: 61-70,20 years or less,HR,4.85,CI95 [3.52-6.68],,Risk of Suicide Following Deliberate Self-poisoning, 10.1001/jamapsychiatry.2014.3194,25830811,https://pubmed.ncbi.nlm.nih.gov/25830811/
Finkelstein,2015,Canada,Cohort,SC,Individuals with a history of non-fatal suicidal behaviors and NSSI,Individuals who experienced a deliberate self-poisoning episode ,Age,Age: ? 65 years,Age: > 70 years,Age group: > 70 years,20 years or less,HR,5.1,CI95 [3.56-7.31],,Risk of Suicide Following Deliberate Self-poisoning, 10.1001/jamapsychiatry.2014.3195,25830811,https://pubmed.ncbi.nlm.nih.gov/25830811/
Finkelstein,2015,Canada,Cohort,SC,"Children, adolescents and young adults",Adolescents,Non-fatal suicidal behaviors,Method of SA,Self-poisoning,Self-poisoning,Reference group,HR,32.1,CI95 [23.6-43.6],,Long-term outcomes following self-poisoning in adolescents: a population-based cohort study, 10.1016/S2215-0366(15)00170-4,26360449,https://pubmed.ncbi.nlm.nih.gov/26360449/
Finkelstein,2015,Canada,Cohort,SC,Individuals with a history of non-fatal suicidal behaviors and NSSI,Individuals who have self-poisoned and controls,Non-fatal suicidal behaviors,Method of SA,First deliberate self-poisoning,First deliberate self-poisoning,No self-poisoning,HR,41.96,CI95 [27.75-63.44],,Risk of Suicide Following Deliberate Self-poisoning, 10.1001/jamapsychiatry.2014.3188,25830811,https://pubmed.ncbi.nlm.nih.gov/25830811/
Fralick,2016,Canada,Cohort,SC,Individuals suffering from a physical health condition,Patients with a concussion,Physical Health Conditions,Physical trauma,Experienced a concussion on weekend ,Weekend concussion,Weekday,RR,1.27,CI95 [1.06-1.53],,Risk of suicide after a concussion, 10.1503/cmaj.150790,26858348,https://pubmed.ncbi.nlm.nih.gov/26858348/
Fralick,2016,Canada,Cohort,SC,Individuals suffering from a physical health condition,Patients with a concussion,Income and Socioeconomic Status,Low income or socioeconomic position,Low income,Income: Low,,RR,1.3,CI95 [1.02-1.65],,Risk of suicide after a concussion, 10.1503/cmaj.150792,26858348,https://pubmed.ncbi.nlm.nih.gov/26858348/
Fralick,2016,Canada,Cohort,SC,Individuals suffering from a physical health condition,Patients with a concussion,Physical Health Conditions,Physical trauma,Concussion requiring imaging,Imaging,,RR,1.31,CI95 [1.09-1.57],,Risk of suicide after a concussion, 10.1503/cmaj.150794,26858348,https://pubmed.ncbi.nlm.nih.gov/26858348/
Fralick,2016,Canada,Cohort,SC,Individuals suffering from a physical health condition,Patients with a concussion,Psychiatric and Mental Health Conditions,Characterized depressive disorder,Depression,Depression,,RR,1.65,CI95 [1.30-2.11],,Risk of suicide after a concussion, 10.1503/cmaj.150796,26858348,https://pubmed.ncbi.nlm.nih.gov/26858348/
Fralick,2016,Canada,Cohort,SC,Individuals suffering from a physical health condition,Patients with a concussion,Psychiatric and Mental Health Conditions,Bipolar disorder,Bipolar disorder,Bipolar disorder,,RR,1.96,CI95 [1.43-2.68],,Risk of suicide after a concussion, 10.1503/cmaj.150797,26858348,https://pubmed.ncbi.nlm.nih.gov/26858348/
Fralick,2016,Canada,Cohort,SC,Individuals suffering from a physical health condition,Patients with a concussion,Psychiatric and Mental Health Conditions,Psychosis diagnosis,Schizophrenia,Schizophrenia,,RR,2.38,CI95 [1.68-3.37],,Risk of suicide after a concussion, 10.1503/cmaj.150795,26858348,https://pubmed.ncbi.nlm.nih.gov/26858348/
Fralick,2016,Canada,Cohort,SC,Individuals suffering from a physical health condition,Patients with a concussion,Gender,Man/Male/Boy,Male,Sex: Male,Female,RR,2.47,CI95 [2.08-2.94],,Risk of suicide after a concussion, 10.1503/cmaj.150791,26858348,https://pubmed.ncbi.nlm.nih.gov/26858348/
Fralick,2016,Canada,Cohort,SC,Individuals suffering from a physical health condition,Patients with a concussion,Psychiatric and Mental Health Conditions,Anxiety disorders,Anxiety disorder,Anxiety disorder,,RR,3.04,CI95 [2.57-3.60],,Risk of suicide after a concussion, 10.1503/cmaj.150799,26858348,https://pubmed.ncbi.nlm.nih.gov/26858348/
Fralick,2016,Canada,Cohort,SC,Individuals suffering from a physical health condition,Patients with a concussion,Substance Use and Addictions,Substance use disorder (unspecified),Substance abuse (unspecified),Substance abuse,,RR,3.6,CI95 [2.94-4.41],,Risk of suicide after a concussion, 10.1503/cmaj.150798,26858348,https://pubmed.ncbi.nlm.nih.gov/26858348/
Fralick,2016,Canada,Cohort,SC,Individuals suffering from a physical health condition,Patients with a concussion,Non-fatal suicidal behaviors,SA,SA,Prior suicide attempt,,RR,5.65,CI95 [3.26-9.81],,Risk of suicide after a concussion, 10.1503/cmaj.150800,26858348,https://pubmed.ncbi.nlm.nih.gov/26858348/
Franklin,2017,USA,Meta-analysis,SA,Depending on studies,Variable,Psychiatric and Mental Health Conditions,General psychopathology ,Internalizing Psychopathology,Broad risk factor categories: Internalizing,,HR,1.17,CI95 [1.12-1.22],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000098,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SA,Depending on studies,Variable,Suicidal ideation and cognitions,SI,Prior self-injurious thoughts and behaviors,Broad risk factor categories: Prior SITBs,,HR,1.25,CI95 [1.17-1.34],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000099,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SA,Depending on studies,Variable,Psychiatric and Mental Health Conditions,General psychopathology ,Externalizing psychopathology,Broad risk factor categories: Externalizing,,HR,1.37,CI95 [1.24-1.42],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000097,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SI,Depending on studies,Variable,Combined Risk Factors,"Prior SI, hopelessness, depression, abuse history, anxiety","All effect sizes for top 5 suicide ideation subcategories - prior SI, hopelessness, depression, abuse history, anxiety","Overall (all effect sizes - prior SI, hopelessness, depression, abuse history, anxiety)",,OR,1.5,CI95 [1.47-1.54],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000089,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SC,Depending on studies,Variable,Combined Risk Factors,"Prior psychiatric hospitalization, prior SA, prior SI, socioeconomic status (lower), stressful life events","All effect sizes for top 5 suicide death subcategories - prior psychiatric hospitalization, prior SA, prior SI, socioeconomic status (lower), stressful life events","Overall (all effect sizes - prior psychiatric hospitalization, prior SA, prior SI, socioeconomic status (lower), stressful life events)",,OR,1.5,CI95 [1.46-1.56],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000107,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SA,Depending on studies,Variable,Combined Risk Factors,"Prior non-suicidal self injury, prior SA, screening instrument, axis II diagnosis, prior psychiatric hospitalization","All effect sizes for top 5 suicide attempt subcategories - prior non-suicidal self injury, prior SA, screening instrument, axis II diagnosis, prior psychiatric hospitalization","Overall (all effect sizes - prior non-suicidal self injury, prior SA, screening instrument, axis II diagnosis, prior psychiatric hospitalization)",,OR,1.51,CI95 [1.49-1.54],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000095,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SC,Depending on studies,Variable,Psychiatric and Mental Health Conditions,General psychopathology ,Externalizing psychopathology,Broad risk factor categories: Externalizing,,HR,1.57,CI95 [1.32-1.87],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000109,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SC,Depending on studies,Variable,Psychiatric and Mental Health Conditions,General psychopathology ,Internalizing Psychopathology,Broad risk factor categories: Internalizing,,HR,1.71,CI95 [1.56-1.88],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000111,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SC,Depending on studies,Variable,Physical Health Conditions,Physical health condition (unspecified),Physical illness,Broad risk factor categoires: Physical illness,,HR,1.78,CI95 [1.49-2.12],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000112,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SI,Depending on studies,Variable,Psychiatric and Mental Health Conditions,Anxiety disorders,Anxiety disorder,Anxiety (diagnosis),,OR,1.79,CI95 [1.34-2.40],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000088,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SI,Depending on studies,Variable,Violence,Victim of violence,Abuse history (unspecified),Abuse history (any kind),,OR,1.93,CI95 [1.59-2.33],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000087,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SA,Depending on studies,Variable,Combined Risk Factors,Social factors,"Abuse history, family problems, isolation, peer problems, stressful life events",Broad risk factor categories: Social factors,,HR,2.1,CI95 [1.73-2.55],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000100,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SC,Depending on studies,Variable,Life Events,Life events,Stressful life events,Stressful life events,,OR,2.18,CI95 [1.63-2.93],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000106,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SC,Depending on studies,Variable,Income and Socioeconomic Status,Low income or socioeconomic position,Lower socioeconomic status,Socioeconomic status (lower),,OR,2.2,CI95 [1.32-3.67],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000105,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SC,Depending on studies,Variable,Suicidal ideation and cognitions,SI,SI,Prior SI,,OR,2.22,CI95 [1.45-3.41],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000104,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SC,Depending on studies,Variable,Non-fatal suicidal behaviors,SA,SA,Prior SA,,OR,2.24,CI95 [1.69-2.97],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000103,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SA,Depending on studies,Variable,Psychiatric and Mental Health Conditions,Prior psychiatric hospitalization,Prior psychiatric hospitalization,Prior psychiatric hospitalization,,OR,2.32,CI95 [1.58-3.39],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000094,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SA,Depending on studies,Variable,Psychiatric and Mental Health Conditions,Personality disorder,Axis II diagnosis (any kind),Axis II diagnosis (any kind),,OR,2.35,CI95 [1.88-2.93],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000093,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SI,Depending on studies,Variable,Psychiatric and Mental Health Conditions,Characterized depressive disorder,Diagnosis of depression,Depression (diagnosis),,OR,2.45,CI95 [1.39-4.34],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000086,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SC,Depending on studies,Variable,Psychiatric and Mental Health Conditions,General psychopathology ,General psychopathology ,Broad risk factor categories: General psychopathology,,HR,2.51,CI95 [1.49-4.24],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000110,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SC,Depending on studies,Variable,Psychiatric and Mental Health Conditions,Prior psychiatric hospitalization,"Prior psychiatric assessment, hospitalization, or treatment",Broad risk factor categories: Treatment history,,HR,2.7,CI95 [1.79-4.08],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000114,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SA,Depending on studies,Variable,Psychiatric and Mental Health Conditions,Prior psychiatric hospitalization,"Prior psychiatric assessment, hospitalization, or treatment",Broad risk factor categories: Treatment history,,HR,2.74,CI95 [1.65-4.55],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000101,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SC,Depending on studies,Variable,Suicidal ideation and cognitions,SI,Prior self-injurious thoughts and behaviors,Broad risk factor categories: Prior SITBs,,HR,2.82,CI95 [2.22-3.60],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000113,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SI,Depending on studies,Variable,Psychiatric and Mental Health Conditions,Psychological distress,Hopelessness,Hopelessness,,OR,3.28,CI95 [1.49-7.22],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000085,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SA,Depending on studies,Variable,Non-fatal suicidal behaviors,SA,SA,Prior SA,,OR,3.41,CI95 [2.71-4.30],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000091,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SI,Depending on studies,Variable,Suicidal ideation and cognitions,SI,SI,Prior SI,,OR,3.55,CI95 [2.64-4.78],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000084,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SC,Depending on studies,Variable,Psychiatric and Mental Health Conditions,Prior psychiatric hospitalization,Prior psychiatric hospitalization,Prior psychiatric hospitalization,,OR,3.57,CI95 [2.81-4.53],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000102,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Franklin,2017,USA,Meta-analysis,SA,Depending on studies,Variable,NSSI and deliberate self-harm (undetermined intention),NSSI,NSSI,Prior non-suicidal self injury,,OR,4.15,CI95 [2.89-6.92],,Risk Factors for Suicidal Thoughts and Behaviors: A Meta-Analysis of 50 Years of Research, 10.1037/bul0000090,27841450,https://pubmed.ncbi.nlm.nih.gov/27841450/
Fujiwara,2017,Japan,Cohort,Suicide risk,"Children, adolescents and young adults",Young male children,Family Characteristics,Family mental health disorder,Maternal mental health: Depression/anxiety,Maternal mental health: Depression/anxiety by K6,,OR,8.81,CI95 [1.08-71.6],,Suicide risk among young children after the Great East Japan Earthquake: A follow-up study, 10.1016/j.psychres.2017.04.018,28412615,https://pubmed.ncbi.nlm.nih.gov/28412615/
Geulayov,2014,United Kingdom,Cohort,Suicidal thoughts (without suicide plan),"Children, adolescents and young adults",Adolescents,Family Characteristics,Family history of suicidal behavior,Maternal SA,Maternal SA,No parental SA,OR,2.17,CI95 [1.07-4.38],,Parental Suicide Attempt and Offspring Self-Harm and Suicidal Thoughts: Results From the Avon Longitudinal Study of Parents and Children (ALSPAC) Birth Cohort, 10.1016/j.jaac.2013.12.025,24745951,https://pubmed.ncbi.nlm.nih.gov/24745951/
Geulayov,2014,United Kingdom,Cohort,Suicidal thoughts,"Children, adolescents and young adults",Adolescents,Family Characteristics,Family history of suicidal behavior,Maternal SA,Maternal SA,No parental SA,OR,2.85,CI95 [1.59-5.12],,Parental Suicide Attempt and Offspring Self-Harm and Suicidal Thoughts: Results From the Avon Longitudinal Study of Parents and Children (ALSPAC) Birth Cohort, 10.1016/j.jaac.2013.12.023,24745951,https://pubmed.ncbi.nlm.nih.gov/24745951/
Geulayov,2014,United Kingdom,Cohort,DSH (with suicidal intent),"Children, adolescents and young adults",Adolescents,Family Characteristics,Family history of suicidal behavior,Maternal SA,Maternal SA,No parental SA,OR,2.94,CI95 [1.43-6.07],,Parental Suicide Attempt and Offspring Self-Harm and Suicidal Thoughts: Results From the Avon Longitudinal Study of Parents and Children (ALSPAC) Birth Cohort, 10.1016/j.jaac.2013.12.022,24745951,https://pubmed.ncbi.nlm.nih.gov/24745951/
Geulayov,2014,United Kingdom,Cohort,Suicidal thoughts (with suicide plan),"Children, adolescents and young adults",Adolescents,Family Characteristics,Family history of suicidal behavior,Maternal SA,Maternal SA,No parental SA,OR,5.04,CI95 [2.24-11.36],,Parental Suicide Attempt and Offspring Self-Harm and Suicidal Thoughts: Results From the Avon Longitudinal Study of Parents and Children (ALSPAC) Birth Cohort, 10.1016/j.jaac.2013.12.024,24745951,https://pubmed.ncbi.nlm.nih.gov/24745951/
Gili,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Individuals aged 12-26 years,Psychiatric and Mental Health Conditions,Mood disorders (unspecified),Affective disorders,Affective disorders,,OR,1.54,CI95 [1.21-1.96],,Mental disorders as risk factors for suicidal behavior in young people: A meta-analysis and systematic review of longitudinal studies, 10.1016/j.jad.2018.10.116,30390504,https://pubmed.ncbi.nlm.nih.gov/30390504/
Gili,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Individuals aged 12-26 years,Psychiatric and Mental Health Conditions,Mental health disorders (unspecified),Mental disorders,Mental disorders,,OR,3.57,CI95 [2.24-5.68],,Mental disorders as risk factors for suicidal behavior in young people: A meta-analysis and systematic review of longitudinal studies, 10.1016/j.jad.2018.10.115,30390504,https://pubmed.ncbi.nlm.nih.gov/30390504/
Gili,2019,Spain,Meta-analysis,Suicidal act,"Children, adolescents and young adults",Individuals aged 12-26 years,Psychiatric and Mental Health Conditions,Mental health disorders (unspecified),Mental disorders,Mental disorders,,OR,10.83,CI95 [4.69-25.00],,Mental disorders as risk factors for suicidal behavior in young people: A meta-analysis and systematic review of longitudinal studies, 10.1016/j.jad.2018.10.117,30390504,https://pubmed.ncbi.nlm.nih.gov/30390504/
Glenn,2019,USA,Cohort,Suicidal thoughts and behaviours,Individuals suffering from a psychiatric condition,Adolescents with a current psychiatric disorder and/or currently receiving outpatient psychiatric treatment,Suicidal ideation and cognitions,SI,Days of SI in year before baseline,6-month follow-up: Days of SI in year before baseline,,b,1.63,,< 0.001,Implicit identification with death predicts change in suicide ideation during psychiatric treatment in adolescents, 10.1111/jcpp.12769,28675456,https://pubmed.ncbi.nlm.nih.gov/28675456/
Glenn,2019,USA,Cohort,Suicidal thoughts and behaviours,Individuals suffering from a psychiatric condition,Adolescents with a current psychiatric disorder and/or currently receiving outpatient psychiatric treatment,Suicidal ideation and cognitions,SI,Days of SI from baseline to 6-month follow-up,1-year follow-up: Days of SI from baseline to 6-month follow-up,,b,1.32,,< 0.001,Implicit identification with death predicts change in suicide ideation during psychiatric treatment in adolescents, 10.1111/jcpp.12770,28675456,https://pubmed.ncbi.nlm.nih.gov/28675456/
Glenn,2017,USA,Cohort,SI,Individuals with a history of non-fatal suicidal behaviors and NSSI,Adolescents with a history of suicidal thoughts or behaviours admitted to a treatment program,Suicidal ideation and cognitions,Suicide cognitions,Implicit identification with death ,Implicit identification with death ,,Unstandardized regression weight,1.95,,< 0.001,Implicit identification with death predicts change in suicide ideation during psychiatric treatment in adolescents, 10.1111/jcpp.12771,28675456,https://pubmed.ncbi.nlm.nih.gov/28675456/
Glenn,2017,USA,Cohort,SI,Individuals with a history of non-fatal suicidal behaviors and NSSI,Adolescents with a history of suicidal thoughts or behaviours admitted to a treatment program,Suicidal ideation and cognitions,Suicide cognitions,Interaction between average treatment length and implicit identification with death (moderation),Interaction between average treatment length and implicit identification with death (moderation),,b,2.66,,0.04,Implicit identification with death predicts change in suicide ideation during psychiatric treatment in adolescents, 10.1111/jcpp.12772,28675456,https://pubmed.ncbi.nlm.nih.gov/28675456/
Glenn,2017,USA,Cohort,SI,Individuals with a history of non-fatal suicidal behaviors and NSSI,Adolescents with a history of suicidal thoughts or behaviours admitted to a treatment program,Suicidal ideation and cognitions,SI,Interaction between longer treatment length for suicidal thoughts (> ~20 days) and implicit identification with death,Interaction between longer treatment length (> ~20 days) and implicit identification with death (moderation),,b,5.5,,< 0.001,Implicit identification with death predicts change in suicide ideation during psychiatric treatment in adolescents, 10.1111/jcpp.12773,28675456,https://pubmed.ncbi.nlm.nih.gov/28675456/
Goldberg,2015,Israel,Cohort,SC,Patients with eating disorders,Females with moderate/severe eating disorder and no comorbid psychopathology and controls,Psychiatric and Mental Health Conditions,Eating disorder ,Moderate/severe eating disorder,Moderate/severe eating disorder,Population-based control group,RR,11,CI95 [2.75-24.29],,Risk of suicide among female adolescents with eating disorders: a longitudinal population-based study, 10.1007/s40519-015-0176-3,25596926,https://pubmed.ncbi.nlm.nih.gov/25596926/
Goldberg,2015,Israel,Cohort,SC,Patients with eating disorders,Females with moderate/severe eating disorder and controls,Psychiatric and Mental Health Conditions,Eating disorder ,Moderate/severe eating disorder,Moderate/severe eating disorder,Population-based control group,RR,12.5,CI95 [3.86-38.09],,Risk of suicide among female adolescents with eating disorders: a longitudinal population-based study, 10.1007/s40519-015-0176-1,25596926,https://pubmed.ncbi.nlm.nih.gov/25596926/
Goldberg,2015,Israel,Cohort,SC,Patients with eating disorders,Females with moderate/severe eating disorder and comorbid psychopathology and controls,Psychiatric and Mental Health Conditions,Eating disorder ,Moderate/severe eating disorder,Moderate/severe eating disorder,Population-based control group,RR,13.83,CI95 [1.77-108.85],,Risk of suicide among female adolescents with eating disorders: a longitudinal population-based study, 10.1007/s40519-015-0176-2,25596926,https://pubmed.ncbi.nlm.nih.gov/25596926/
Goldston,2015,USA,Cohort,SA,Individuals suffering from a psychiatric condition,Adolescents who had been psychiatrically hospitalized,Age,Age,Age,Age,,Beta,-2.014,"CI95 [-3.162, -0.866]",,Suicide Attempts in a Longitudinal Sample of Adolescents Followed Through Adulthood: Evidence of Escalation, 10.1037/a0038657, 25622200,https://pubmed.ncbi.nlm.nih.gov/25622200/
Goldston,2015,USA,Cohort,SA,Individuals suffering from a psychiatric condition,Adolescents who had been psychiatrically hospitalized,Age,Age^2,Age^2,Age^2,,Beta,-1.522,"CI95 [-2.990, -0.054]",,Suicide Attempts in a Longitudinal Sample of Adolescents Followed Through Adulthood: Evidence of Escalation, 10.1037/a0038657, 25622200,https://pubmed.ncbi.nlm.nih.gov/25622200/
Goldston,2015,USA,Cohort,SA,Individuals suffering from a psychiatric condition,Adolescents who had been psychiatrically hospitalized,Gender,Gender,Gender,Gender,,Beta,-2.94,"CI95 [-4.766, -1.114] ",,Suicide Attempts in a Longitudinal Sample of Adolescents Followed Through Adulthood: Evidence of Escalation, 10.1037/a0038657, 25622200,https://pubmed.ncbi.nlm.nih.gov/25622200/
Gomes,2018,Brazil,Cohort,SC,Military service members and veterans,Military police officers ,Military Factors,Enlistment,Being an enlisted soldier,Military rank: Enlisted,,HR,9.96,CI95 [1.30-76.3],,Incidence of suicide among military police officers in South Brazil: An 11-year retrospective cohort study, 10.1001/jamaoto.2015.2481, 29981945,https://pubmed.ncbi.nlm.nih.gov/29981945/
Gorton,2018,United Kingdom,Cohort,Prevalent SC,General population,General population from Clinical Practice Research Datalink and Secure Anonymised Information Linkage Databank,Physical Health Conditions,Neurological condition,Epilepsy,Epilepsy,No epilepsy,HR,2.15,CI95 [1.51-3.07],,Risk of Unnatural Mortality in People With Epilepsy, 10.1001/jamaneurol.2018.0334,29630689,https://pubmed.ncbi.nlm.nih.gov/29630689/
Gorton,2018,United Kingdom,Cohort,Incident SC,General population,General population from Secure Anonymised Information Linkage Databank,Physical Health Conditions,Neurological condition,Epilepsy,Epilepsy,No epilepsy,HR,2.33,CI95 [1.11-4.89],,Risk of Unnatural Mortality in People With Epilepsy, 10.1001/jamaneurol.2018.0336,29630689,https://pubmed.ncbi.nlm.nih.gov/29630689/
Gorton,2018,United Kingdom,Cohort,Incident SC,General population,General population from Clinical Practice Research Datalink and Secure Anonymised Information Linkage Databank,Physical Health Conditions,Neurological condition,Epilepsy,Epilepsy,No epilepsy,HR,2.38,CI95 [1.44-3.93],,Risk of Unnatural Mortality in People With Epilepsy, 10.1001/jamaneurol.2018.0337,29630689,https://pubmed.ncbi.nlm.nih.gov/29630689/
Gorton,2018,United Kingdom,Cohort,Incident SC,General population,General population from Clinical Practice Research Datalink ,Physical Health Conditions,Neurological condition,Epilepsy,Epilepsy,No epilepsy,HR,2.42,CI95 [1.23-4.79],,Risk of Unnatural Mortality in People With Epilepsy, 10.1001/jamaneurol.2018.0335,29630689,https://pubmed.ncbi.nlm.nih.gov/29630689/
Gorton,2018,United Kingdom,Cohort,Prevalent SC,General population,General population from Clinical Practice Research Datalink ,Physical Health Conditions,Neurological condition,Epilepsy,Epilepsy,No epilepsy,HR,2.46,CI95 [1.80-3.36],,Risk of Unnatural Mortality in People With Epilepsy, 10.1001/jamaneurol.2018.0333,29630689,https://pubmed.ncbi.nlm.nih.gov/29630689/
